thisRow.t,notes,block,Trialtype,withinblocktrial,RTdec,resp,cor,dots direction,cor_resp,coherence,scale,SR_conf,RTrating,interval,interTrial.interval,subject,age,gender,handedness,
,,4,Main,10,0.8317697999991651,down,1,270,down,0.9797959183673469,conf,0.8799999999999999,1.0066144000011263,2.051617824973678,1.3052459784406012,0,22,M,R,
,,4,Main,11,0.7977581999984977,up,1,90,up,0.19183673469387755,conf,0.0,0.3858788999968965,4.004658637455081,2.531860259198097,0,22,M,R,
,,4,Main,12,0.9702559999968798,up,1,90,up,0.2120408163265306,conf,0.45999999999999996,0.7775145999985398,4.302515806776848,3.044446613015013,0,22,M,R,
,,4,Main,13,1.2936102999992727,down,1,270,down,0.13122448979591836,conf,0.0,0.3311040000007779,4.374119197265762,2.8314489632886564,0,22,M,R,
,,4,Main,14,0.724308300003031,up,0,270,down,0.07061224489795918,conf,0.1399999999999999,1.704987400000391,2.6312301173004813,1.8577922399790356,0,22,M,R,
,,4,Main,15,0.7769079000026977,up,0,270,down,0.19183673469387755,conf,0.0,1.3148170999993454,1.6035821908315242,3.4013664081651367,0,22,M,R,
,,4,Main,16,1.1029465000028722,down,1,270,down,0.01,conf,-0.12,1.1610196000001451,4.488189496217775,2.1495058287851707,0,22,M,R,
,,4,Main,17,0.8943342000020493,up,1,90,up,1.0,control,0.96,1.2684310999975423,4.755651966705873,3.3510473178657882,0,22,M,R,
,,4,Main,18,0.6358387000000221,up,1,90,up,0.11102040816326529,conf,0.8600000000000001,1.0903496999999334,4.855663000088896,3.8428390127885725,0,22,M,R,
,,4,Main,19,0.678675099999964,down,1,270,down,0.9797959183673469,conf,0.94,1.1622284000004584,4.079890204014031,1.5631658252376814,0,22,M,R,
,,4,Main,20,0.6206928999999946,up,1,90,up,0.9393877551020408,conf,0.96,0.7622873000000254,3.2705673619050613,1.687986525546723,0,22,M,R,
,,4,Main,21,1.1992116999972495,down,1,270,down,0.15142857142857144,conf,0.1399999999999999,0.645377600001666,3.8819485088132417,2.563306565073435,0,22,M,R,
,,4,Main,22,0.7071715999991284,up,1,90,up,0.13122448979591836,control,-0.92,2.120739699999831,3.6655301293316525,1.9846137181319432,0,22,M,R,
,,4,Main,23,0.6342786999994132,down,1,270,down,0.9595918367346938,conf,0.8999999999999999,2.949211999999534,3.314033071160349,1.9019924500411913,0,22,M,R,
,,4,Main,24,0.9017229999990377,up,1,90,up,0.05040816326530612,conf,0.0,0.37570839999898453,2.1024523783736493,3.0069563227305722,0,22,M,R,
,,4,Main,25,0.627161199998227,up,1,90,up,1.0,conf,0.96,1.0304409000018495,4.692758812157155,3.3917361362138525,0,22,M,R,
,,4,Main,26,0.7290477999995346,down,1,270,down,0.9595918367346938,conf,0.94,1.1632591000015964,2.2264893304585653,1.5252534814879934,0,22,M,R,
,,4,Main,27,0.6431273999987752,up,1,90,up,1.0,control,0.94,0.9097450000008394,2.9761881173444014,1.2382817314918824,0,22,M,R,
,,4,Main,28,1.232485500000621,up,0,270,down,0.15142857142857144,conf,-0.18000000000000005,0.9590524000013829,3.218638889626135,1.4966420636569122,0,22,M,R,
,,4,Main,29,0.8701884000001883,up,1,90,up,0.07061224489795918,control,0.19999999999999996,0.8518409999996948,3.6615994956522417,1.6793523140931004,0,22,M,R,
,,4,Main,30,1.3068875999997545,down,1,270,down,0.01,control,-0.19999999999999996,0.8898349000010057,2.609699023549262,2.377242979460883,0,22,M,R,
,,4,Main,31,0.9598600000026636,down,0,90,up,0.05040816326530612,conf,0.0,0.30188949999865144,4.636862055132569,3.861349461798624,0,22,M,R,
,,4,Main,32,1.4064576999990095,down,1,270,down,0.030204081632653063,control,0.06000000000000005,1.427699299998494,2.1553990496639153,1.2625416905303577,0,22,M,R,
,,4,Main,33,0.6688159000004816,up,1,90,up,0.9393877551020408,conf,0.8799999999999999,1.0288834999992105,3.119641751639116,3.2716423979426983,0,22,M,R,
,,4,Main,34,0.7826163999998244,up,1,90,up,0.1716326530612245,control,0.15999999999999992,0.8977014000010968,4.42974313959429,3.545248078752266,0,22,M,R,
,,4,Main,35,0.8573542000012822,up,1,90,up,0.01,conf,0.15999999999999992,0.7851929999997083,4.2654934558325115,1.3398070500766228,0,22,M,R,
,,4,Main,36,0.6448774000018602,down,1,270,down,0.9191836734693878,conf,0.9199999999999999,1.0139275000001362,3.810161840842754,1.1097856230808023,0,22,M,R,
,,4,Main,37,0.6241570000020147,down,1,270,down,1.0,conf,0.9199999999999999,0.9681119000015315,4.650431334387362,1.7314973243099017,0,22,M,R,
,,4,Main,38,0.6300477000004321,up,1,90,up,0.9595918367346938,conf,0.9199999999999999,1.2322550999997475,1.9425851788233222,1.4895831486661109,0,22,M,R,
,,4,Main,39,0.8962501999994856,down,1,270,down,0.15142857142857144,conf,0.48,0.84391549999782,3.581484602794209,3.2113626436599727,0,22,M,R,
,,4,Main,40,0.6263896000018576,down,1,270,down,0.9797959183673469,conf,0.7,1.3071237999974983,1.8637437088910807,2.039661993565015,0,22,M,R,
,,4,Main,41,1.0483129999993253,down,0,90,up,0.01,control,0.1200000000000001,1.044782099997974,3.6323022352701186,2.4335774698239816,0,22,M,R,
,,4,Main,42,0.7548421999999846,up,1,90,up,0.13122448979591836,conf,0.26,0.9306233000024804,1.7011513774468408,2.1658865639947957,0,22,M,R,
,,4,Main,43,1.08838409999953,up,1,90,up,0.13122448979591836,conf,0.1200000000000001,0.9675052999991749,1.6130192508748713,2.446651184366821,0,22,M,R,
,,4,Main,44,0.6736496999983501,down,1,270,down,0.8787755102040816,control,0.8999999999999999,0.7432038999977522,1.7085831902715247,1.5482254807543412,0,22,M,R,
,,4,Main,45,0.6534930000016175,down,1,270,down,0.9595918367346938,conf,1.0,0.9310521999977937,3.116413485883607,2.0888471683151897,0,22,M,R,
,,5,Main,0,0.7083674000023166,up,1,90,up,0.030204081632653063,conf,0.0,0.5168551999995543,4.169130739368555,1.630194988128359,0,22,M,R,
,,5,Main,1,1.0101613999977417,up,1,90,up,0.13122448979591836,conf,0.1399999999999999,0.7245137000027171,4.731505140442172,3.8735026867468916,0,22,M,R,
,,5,Main,2,0.713738899998134,down,1,270,down,0.9797959183673469,conf,-0.94,2.5803233000006003,4.428094054122254,3.4138292677105255,0,22,M,R,
,,5,Main,3,0.7075154999984079,up,1,90,up,0.9797959183673469,conf,0.8799999999999999,1.05979600000137,4.942500314409527,2.5652648349383926,0,22,M,R,
,,5,Main,4,0.7057386000014958,up,1,90,up,0.7171428571428571,conf,1.0,0.8659424999968905,2.483073868051971,2.8729436919631253,0,22,M,R,
,,5,Main,5,0.664739499999996,down,1,270,down,1.0,conf,0.9199999999999999,2.0642827000010584,4.212907323909923,1.786741544710321,0,22,M,R,
,,5,Main,6,0.863454799997271,down,1,270,down,0.09081632653061224,conf,0.8799999999999999,1.0082546000012371,4.434970065955911,2.6416215882963003,0,22,M,R,
,,5,Main,7,0.6232320000017353,up,1,90,up,1.0,conf,0.9199999999999999,1.4099467000014556,4.592625663787667,1.9284613925678515,0,22,M,R,
,,5,Main,8,0.8743460000005143,down,1,270,down,0.9797959183673469,conf,0.9199999999999999,1.1543750999990152,2.413775290260283,3.2997940426992187,0,22,M,R,
,,5,Main,9,0.6048988000002282,down,1,270,down,0.9797959183673469,conf,0.94,1.3707071999997424,2.8451765393748127,2.0268394615072336,0,22,M,R,
,,5,Main,10,1.1094247000000905,up,1,90,up,0.8181632653061224,conf,0.94,1.2924509000004036,4.944838111520192,1.9859939326730216,0,22,M,R,
,,5,Main,11,1.4522827000000689,down,0,90,up,0.13122448979591836,conf,0.48,1.0865396000008332,2.611757317771243,3.6655920835213793,0,22,M,R,
,,5,Main,12,0.8052296999994724,down,1,270,down,1.0,control,0.8799999999999999,1.330030799999804,3.8537550556575786,3.1636500338001605,0,22,M,R,
,,5,Main,13,0.890508199998294,down,0,90,up,0.09081632653061224,control,0.1399999999999999,1.6644570000025851,4.703967939097843,2.7268174698469587,0,22,M,R,
,,5,Main,14,0.7928876000005403,down,1,270,down,0.15142857142857144,conf,0.8799999999999999,1.2244108999984746,3.99525398634797,2.048045456692871,0,22,M,R,
,,5,Main,15,0.6245148999987578,down,1,270,down,0.5757142857142857,conf,0.8799999999999999,1.0528281000006245,2.831955358473373,2.9708978521374547,0,22,M,R,
,,5,Main,16,0.7665673000010429,down,1,270,down,0.05040816326530612,conf,0.45999999999999996,1.6687980999995489,2.7713123049275787,2.066204492864699,0,22,M,R,
,,5,Main,17,0.7253721000015503,up,1,90,up,0.5555102040816327,control,0.48,1.854254400001082,3.933245013535657,2.9775453210664127,0,22,M,R,
,,5,Main,18,0.8918420000009064,up,1,90,up,0.9393877551020408,control,0.56,1.0068620000020019,4.580872644876358,3.2095638764328185,0,22,M,R,
,,5,Main,19,0.6611804999993183,down,1,270,down,0.9393877551020408,control,0.8600000000000001,1.1507877000003646,4.673798316794098,2.19575459323395,0,22,M,R,
,,5,Main,20,0.5860853999984101,down,1,270,down,0.9595918367346938,conf,0.8200000000000001,1.3236963999988802,2.390141636417744,2.1564360346706883,0,22,M,R,
,,5,Main,21,0.6784540000007837,down,1,270,down,0.49489795918367346,conf,0.8999999999999999,1.6909162999982073,3.4807068788992503,2.348719271345235,0,22,M,R,
,,5,Main,22,0.6035788999979559,down,1,270,down,0.45448979591836736,control,0.94,1.3626031999992847,2.0370519799737323,3.7227659376450823,0,22,M,R,
,,5,Main,23,0.9819008999984362,up,1,90,up,0.1716326530612245,conf,0.6200000000000001,1.7137894999978016,2.146003390514422,1.0798672396394458,0,22,M,R,
,,5,Main,24,0.6396311000025889,up,1,90,up,0.9191836734693878,conf,0.94,1.0181720000000496,4.8842465075349715,3.2663530419059787,0,22,M,R,
,,5,Main,25,0.7873623999985284,down,0,90,up,1.0,control,-0.94,2.399557400000049,3.0628401598176938,1.8005964243143517,0,22,M,R,
,,5,Main,26,0.9236831999987771,up,1,90,up,0.1716326530612245,conf,0.8999999999999999,2.5045013000017207,2.179505388071087,1.005961976742736,0,22,M,R,
,,5,Main,27,1.2631970000002184,up,1,90,up,0.13122448979591836,conf,0.28,1.059679199999664,4.648728291015116,2.6514744519952314,0,22,M,R,
,,5,Main,28,0.6137636000021303,down,0,90,up,0.8181632653061224,conf,-0.92,1.0176795000006678,2.8428409782093995,1.8697601790664948,0,22,M,R,
,,5,Main,29,1.4834822000011627,down,1,270,down,0.9393877551020408,control,0.9199999999999999,1.3983923000014329,3.9801325339113127,1.605010043982571,0,22,M,R,
,,5,Main,30,0.9796185000013793,down,0,90,up,0.1716326530612245,conf,-0.48,0.9376240999990841,2.583164887934845,2.78462351155581,0,22,M,R,
,,5,Main,31,1.2036255999992136,up,0,270,down,0.09081632653061224,conf,0.1200000000000001,1.2846865000028629,3.9948315170179707,3.3043047263093377,0,22,M,R,
,,5,Main,32,0.7831268000009004,up,0,270,down,0.1716326530612245,conf,0.17999999999999994,1.5756909999981872,3.00379733967552,1.682792778286804,0,22,M,R,
,,5,Main,33,0.838330099999439,up,1,90,up,0.1716326530612245,conf,0.21999999999999997,1.0259886000021652,4.607795228138938,2.6987245158753566,0,22,M,R,
,,5,Main,34,0.7527197000017622,down,1,270,down,0.4140816326530612,conf,0.3400000000000001,1.0974830000013753,2.5174069038645444,1.7925246864945164,0,22,M,R,
,,5,Main,35,0.6770632000007026,down,1,270,down,0.45448979591836736,conf,0.30000000000000004,1.461144200002309,3.6931975838531974,3.2829589839027373,0,22,M,R,
,,5,Main,36,1.1058463000008487,up,0,270,down,0.030204081632653063,conf,0.0,0.32035959999848274,4.9808762957571036,3.400736226313265,0,22,M,R,
,,5,Main,37,0.9359227999993891,up,1,90,up,0.4342857142857143,control,0.8600000000000001,1.9590559999996913,2.923463834917346,2.8766860048687133,0,22,M,R,
,,5,Main,38,0.6936055000005581,up,1,90,up,0.1716326530612245,conf,0.6399999999999999,1.3564120999981242,1.6808896162274174,2.299327614233842,0,22,M,R,
,,5,Main,39,0.605700699998124,up,1,90,up,0.15142857142857144,conf,0.76,1.014827699997113,2.3846092969113895,2.6173370476160365,0,22,M,R,
,,5,Main,40,0.917556100001093,down,1,270,down,0.8585714285714285,conf,0.8799999999999999,1.0067388999996183,3.589157139154581,1.907400140585227,0,22,M,R,
,,5,Main,41,0.5944611000013538,down,1,270,down,0.8989795918367347,control,0.8799999999999999,1.0044067999988329,4.001853263490174,2.2731452082469774,0,22,M,R,
,,5,Main,42,0.661834299997281,up,1,90,up,0.9191836734693878,conf,0.9199999999999999,1.1875978999996732,2.35038002951711,3.2447685075098454,0,22,M,R,
,,5,Main,43,1.042181700002402,down,1,270,down,0.01,conf,-0.07999999999999996,2.484053899999708,3.0534176070899095,1.702563677127737,0,22,M,R,
,,5,Main,44,1.2012891000013042,down,1,270,down,0.11102040816326529,conf,-0.12,1.1343764000012015,2.579187566140763,3.0115540834262675,0,22,M,R,
,,5,Main,45,0.7422000999977172,up,1,90,up,0.19183673469387755,conf,0.43999999999999995,1.6702932000007422,3.6158898553127568,1.8819171975621645,0,22,M,R,
,,6,Main,0,0.5775075999990804,up,1,90,up,1.0,conf,0.8999999999999999,1.175644300001295,2.863144440451811,1.541805279627635,0,22,M,R,
,,6,Main,1,0.5421390000010433,up,1,90,up,0.7777551020408163,conf,0.9199999999999999,0.8877033999997366,1.8806880659235032,2.026498376102267,0,22,M,R,
,,6,Main,2,0.5883243999996921,down,1,270,down,0.7171428571428571,conf,0.8600000000000001,0.7284068000008119,4.123614422908787,2.979134986841766,0,22,M,R,
,,6,Main,3,0.6247022999996261,up,1,90,up,0.8585714285714285,conf,0.96,0.8024221000014222,1.6486570022520972,1.453526590694039,0,22,M,R,
,,6,Main,4,0.7149857000003976,down,1,270,down,0.13122448979591836,conf,0.3799999999999999,1.174826899998152,3.71842407842359,1.8325110835852134,0,22,M,R,
,,6,Main,5,0.5715009000014106,down,0,90,up,0.11102040816326529,control,-0.28,1.2402857000015501,3.1112973733862175,2.2716794830889953,0,22,M,R,
,,6,Main,6,0.8144407999971008,up,1,90,up,0.9191836734693878,control,0.8400000000000001,0.9180090000008931,3.474347797525187,2.0003285791818906,0,22,M,R,
,,6,Main,7,0.6362115999982052,down,1,270,down,0.8989795918367347,conf,0.9199999999999999,1.0793821000006574,1.9833359827274815,1.4790659212008002,0,22,M,R,
,,6,Main,8,0.555824200000643,down,1,270,down,0.8585714285714285,conf,0.96,0.8458726999997452,4.805536974253902,1.9980061042837642,0,22,M,R,
,,6,Main,9,0.6047688999969978,down,1,270,down,0.4140816326530612,control,-0.86,1.3464991999971971,4.754348676967387,1.6221830778820254,0,22,M,R,
,,6,Main,10,0.6787050999992061,down,1,270,down,0.8181632653061224,conf,0.94,1.4809577000014542,4.579399826095444,3.522721595252351,0,22,M,R,
,,6,Main,11,0.9300627000011445,down,0,90,up,0.01,conf,-0.16000000000000003,0.8960550000010699,2.026279321018491,2.4463783817894065,0,22,M,R,
,,6,Main,12,0.6411034000011568,down,1,270,down,0.9191836734693878,control,0.9199999999999999,1.5918715000007069,1.958378475786632,1.6374176959824887,0,22,M,R,
,,6,Main,13,0.7976101000022027,down,0,90,up,0.01,conf,0.0,0.4010420000013255,3.0239308271354255,2.1098568659932653,0,22,M,R,
,,6,Main,14,0.6426817000028677,up,1,90,up,0.4746938775510204,conf,0.94,0.8796484000013152,3.408829352291668,3.1039857281611574,0,22,M,R,
,,6,Main,15,0.7846833000003244,up,0,270,down,0.1716326530612245,conf,0.1200000000000001,0.9366394000026048,4.663391022547195,1.8934914462873513,0,22,M,R,
,,6,Main,16,0.6036344999993162,up,1,90,up,0.35346938775510206,control,0.3799999999999999,1.3426200999965658,1.586214642838396,1.7727619801997885,0,22,M,R,
,,6,Main,17,0.613502399999561,down,1,270,down,0.4342857142857143,conf,0.54,0.7106872999975167,4.7972579406392555,2.477468174330333,0,22,M,R,
,,6,Main,18,0.8267669000015303,down,1,270,down,0.01,conf,0.0,0.4020660999995016,4.468531204055603,2.0594867168682294,0,22,M,R,
,,6,Main,19,0.6589189999976952,down,1,270,down,0.4140816326530612,conf,0.43999999999999995,0.7945434000030218,2.14077650160099,2.280785675343736,0,22,M,R,
,,6,Main,20,0.658028199999535,down,1,270,down,0.4342857142857143,conf,0.6399999999999999,1.4126484000007622,1.7039226620437755,3.1801834730469474,0,22,M,R,
,,6,Main,21,0.6415221999995993,down,0,90,up,0.07061224489795918,control,-0.16000000000000003,1.3993993999974919,1.9717465225806936,2.7132029108713493,0,22,M,R,
,,6,Main,22,0.8399494999976014,down,0,90,up,0.13122448979591836,conf,0.08000000000000007,2.152002700000594,4.967258161505521,3.638153978114352,0,22,M,R,
,,6,Main,23,0.59800499999983,down,1,270,down,0.39387755102040817,conf,0.9199999999999999,0.8395500000005995,3.351944840255615,2.6788237281447915,0,22,M,R,
,,6,Main,24,0.6245238000010431,down,1,270,down,0.39387755102040817,conf,0.8999999999999999,0.9485970000023372,3.967880389984988,2.5446988214720916,0,22,M,R,
,,6,Main,25,0.7152624999980617,down,1,270,down,0.2726530612244898,control,0.3600000000000001,1.8779947999973956,4.335290667170749,1.9344297714683716,0,22,M,R,
,,6,Main,26,0.6808673000014096,up,1,90,up,0.8787755102040816,conf,0.8600000000000001,0.8367154000006849,2.322476191066377,3.1980601045362116,0,22,M,R,
,,6,Main,27,0.7397423000002163,up,1,90,up,0.29285714285714287,control,0.78,1.1225242000000435,4.713413726416155,3.243472920162124,0,22,M,R,
,,6,Main,28,0.5950014000009105,up,1,90,up,0.9797959183673469,conf,0.9199999999999999,1.4049798999985796,1.7861110697558291,2.2652990499510586,0,22,M,R,
,,6,Main,29,0.5878307999992103,up,1,90,up,0.15142857142857144,conf,0.8400000000000001,1.3395476000005146,1.9265725368655076,3.993256657550708,0,22,M,R,
,,6,Main,30,0.577660899998591,down,0,90,up,0.19183673469387755,conf,-0.6,0.899164300000848,2.0566183820260324,2.065335583880896,0,22,M,R,
,,6,Main,31,1.1384495000020252,down,1,270,down,0.4342857142857143,control,0.28,1.5980627999997523,1.867263504252343,3.45749020877816,0,22,M,R,
,,6,Main,32,0.6621319000005315,down,1,270,down,0.29285714285714287,conf,0.72,1.1077431999983673,4.183245623464689,2.2899483579757556,0,22,M,R,
,,6,Main,33,0.6267043000007106,up,1,90,up,0.4342857142857143,conf,0.94,0.9592248999979347,2.660159632550635,2.0458007214025917,0,22,M,R,
,,6,Main,34,0.6550614999978279,up,0,270,down,0.05040816326530612,conf,0.6000000000000001,1.1256929000010132,1.9391188302946136,2.820847268879574,0,22,M,R,
,,6,Main,35,0.7989966999994067,down,1,270,down,0.11102040816326529,conf,0.0,0.7409120999982406,4.735925486640628,3.2623560868599446,0,22,M,R,
,,6,Main,36,0.6234486000030302,up,1,90,up,0.35346938775510206,conf,0.6399999999999999,1.2778021000012814,2.590730699327951,2.9905921366584884,0,22,M,R,
,,6,Main,37,0.7624986000009812,up,0,270,down,0.39387755102040817,conf,0.6399999999999999,1.0390478000008443,3.0338093942320583,3.074044132354844,0,22,M,R,
,,6,Main,38,0.6626501999999164,up,1,90,up,0.2120408163265306,conf,0.8600000000000001,1.0210899999983667,3.668122353971959,2.4768769469308674,0,22,M,R,
,,6,Main,39,0.5957469999993918,up,0,270,down,0.8383673469387755,conf,-0.98,1.1042369999995572,4.086961159520442,2.0556370297418174,0,22,M,R,
,,6,Main,40,0.8158825999998953,down,0,90,up,0.4140816326530612,conf,-0.84,0.9859359000001859,2.3567908290340203,2.6110975172061295,0,22,M,R,
,,6,Main,41,0.9602734000000055,up,1,90,up,0.19183673469387755,conf,0.8200000000000001,1.1382059999996272,3.9018307295678074,1.922902900429523,0,22,M,R,
,,6,Main,42,0.8133020999994187,up,0,270,down,0.09081632653061224,conf,None,None,4.5560437820360935,3.6355431477641824,0,22,M,R,
,,6,Main,43,0.7447596000019985,up,1,90,up,0.2120408163265306,conf,0.3999999999999999,0.777527199999895,2.6125697700116493,3.047131509470192,0,22,M,R,
,,6,Main,44,0.8235165000005509,up,1,90,up,0.13122448979591836,control,0.3400000000000001,1.6190820000010717,2.7314554342005417,3.1521529740033065,0,22,M,R,
,,6,Main,45,0.9022514000025694,up,0,270,down,0.333265306122449,conf,0.48,1.1272459000028903,4.519613936696752,2.209861226719247,0,22,M,R,
,,7,Main,0,0.6204123000024993,up,1,90,up,0.39387755102040817,conf,0.41999999999999993,0.7326811000020825,3.2308844187159083,2.824926196246846,0,22,M,R,
,,7,Main,1,0.6294981999999436,up,1,90,up,0.15142857142857144,conf,0.8,1.095090099999652,4.947268813350599,3.5286596581977223,0,22,M,R,
,,7,Main,2,0.6605371999976342,down,1,270,down,0.4342857142857143,conf,0.8799999999999999,1.7942225000006147,2.5456527765389945,1.0235564126988348,0,22,M,R,
,,7,Main,3,0.5734943999996176,down,1,270,down,0.35346938775510206,conf,0.32000000000000006,1.094912900000054,3.0402234867076645,1.2733063099190298,0,22,M,R,
